studyno,respondentid,country,jobs,unemployment,income,retirement,housing,healthcare,cntry,year,emprate,foreignpct,netmig,pop,socx
ZA Study Number ISSP 2006,11153,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11154,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11156,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11157,Australia,1,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11158,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11159,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11160,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11162,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11163,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11164,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11165,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11166,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11167,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11170,Australia,1,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11172,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11173,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11174,Australia,0,0,1,0,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11175,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11176,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11177,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11178,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11179,Australia,1,1,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11180,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11181,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11182,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11185,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11186,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11187,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11188,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11189,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11190,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11193,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11194,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11195,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11196,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11197,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11198,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11199,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11200,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11202,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11204,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11205,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11206,Australia,0,0,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11207,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11208,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11209,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11210,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11211,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11212,Australia,0,0,0,1,0,0,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11213,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11214,Australia,0,0,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11215,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11216,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11217,Australia,0,1,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11218,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11219,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11220,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11221,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11222,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11223,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11224,Australia,1,1,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11226,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11227,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11228,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11229,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11230,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11232,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11233,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11234,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11235,Australia,1,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11238,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11240,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11242,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11244,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11245,Australia,1,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11246,Australia,1,0,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11247,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11248,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11249,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11251,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11253,Australia,1,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11254,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11255,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11256,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11258,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11259,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11260,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11261,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11262,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11263,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11264,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11265,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11267,Australia,0,0,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11268,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11270,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11271,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11272,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11273,Australia,0,0,1,0,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11274,Australia,0,0,0,1,1,0,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11275,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11276,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11278,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11279,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11280,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11283,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11285,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11286,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11287,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11288,Australia,1,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11289,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11290,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11291,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11293,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11295,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11296,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11297,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11298,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11299,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11300,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11301,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11302,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11303,Australia,0,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11304,Australia,0,0,0,0,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11305,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11306,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11308,Australia,1,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11309,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11312,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11313,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11314,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11315,Australia,1,0,0,0,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11316,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11317,Australia,0,0,0,0,0,0,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11318,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11319,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11320,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11322,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11323,Australia,0,0,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11325,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11326,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11327,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11328,Australia,0,1,1,0,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11329,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11330,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11331,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11332,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11333,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11334,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11335,Australia,0,0,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11337,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11338,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11340,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11341,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11342,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11343,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11344,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11345,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11346,Australia,1,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11347,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11349,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11351,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11352,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11353,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11354,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11355,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11356,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11357,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11358,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11359,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11361,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11362,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11363,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11364,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11369,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11370,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11371,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11373,Australia,0,0,0,0,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11374,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11375,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11376,Australia,0,0,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11377,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11378,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11379,Australia,0,0,0,1,1,0,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11381,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11382,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11383,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11385,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11386,Australia,1,1,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11388,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11390,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11391,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11392,Australia,1,1,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11393,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11394,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11395,Australia,1,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11398,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11399,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11400,Australia,0,0,1,0,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11401,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11402,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11403,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11404,Australia,1,0,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11405,Australia,0,0,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11406,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11408,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11409,Australia,0,0,0,0,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11410,Australia,1,0,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11411,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11412,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11413,Australia,1,1,0,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11414,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11415,Australia,1,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11416,Australia,1,1,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11417,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11418,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11419,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11420,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11421,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11422,Australia,1,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11423,Australia,0,1,1,1,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11424,Australia,0,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11425,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11426,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11428,Australia,0,0,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11430,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11431,Australia,1,1,0,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11433,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11434,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11436,Australia,0,0,0,0,0,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11437,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11438,Australia,1,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
ZA Study Number ISSP 2006,11439,Australia,0,1,1,1,1,1,36,2006,72.973358,21.299999,641231,20394800,17.1
